assembly_accession,assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,"relation_to_type_material
",filepath
GCF_000775355.2,GCF_000775355.2,PRJNA224116,SAMN03112801,,na,29486,29486,Yersinia ruckeri,strain=SC09,,latest,Complete Genome,Major,Full,2018/01/17,ASM77535v2,"Sichuan Agricultural University,Sichuan, P.R. China",GCA_000775355.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/775/355/GCF_000775355.2_ASM77535v2,,"
",GCF_000775355.2_ASM77535v2_genomic.gbff
GCF_000775975.1,GCF_000775975.1,PRJNA224116,SAMN03106993,,na,1405,1405,Bacillus mycoides,strain=WSBC10204,,latest,Complete Genome,Major,Full,2014/11/13,ASM77597v1,University of Amsterdam,GCA_000775975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/775/975/GCF_000775975.1_ASM77597v1,,"assembly from synonym type material
",GCF_000775975.1_ASM77597v1_genomic.gbff
GCF_000783435.2,GCF_000783435.2,PRJNA224116,SAMN02934544,,na,217204,217204,Achromobacter insolitus,strain=FDAARGOS_88,,latest,Complete Genome,Major,Full,2018/02/21,ASM78343v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_000783435.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/435/GCF_000783435.2_ASM78343v2,,"
",GCF_000783435.2_ASM78343v2_genomic.gbff
GCF_000783575.2,GCF_000783575.2,PRJNA224116,SAMN02934536,,na,584,584,Proteus mirabilis,strain=FDAARGOS_81,,latest,Complete Genome,Major,Full,2018/01/29,ASM78357v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_000783575.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/575/GCF_000783575.2_ASM78357v2,,"
",GCF_000783575.2_ASM78357v2_genomic.gbff
GCF_000783675.2,GCF_000783675.2,PRJNA224116,SAMN02934530,,na,2027919,2027919,Enterobacter cloacae complex sp.,strain=FDAARGOS_77,,latest,Complete Genome,Major,Full,2018/02/21,ASM78367v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_000783675.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/675/GCF_000783675.2_ASM78367v2,,"
",GCF_000783675.2_ASM78367v2_genomic.gbff
GCF_000783755.2,GCF_000783755.2,PRJNA224116,SAMN02934525,,na,546,546,Citrobacter freundii,strain=FDAARGOS_73,,latest,Complete Genome,Major,Full,2018/01/30,ASM78375v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_000783755.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/755/GCF_000783755.2_ASM78375v2,,"
",GCF_000783755.2_ASM78375v2_genomic.gbff
GCF_000783775.2,GCF_000783775.2,PRJNA224116,SAMN02934523,,na,648,648,Aeromonas caviae,strain=FDAARGOS_72,,latest,Complete Genome,Major,Full,2018/01/29,ASM78377v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_000783775.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/775/GCF_000783775.2_ASM78377v2,,"
",GCF_000783775.2_ASM78377v2_genomic.gbff
GCF_000783815.2,GCF_000783815.2,PRJNA224116,SAMN02934521,,na,28901,28901,Salmonella enterica,strain=FDAARGOS_70,,latest,Complete Genome,Major,Full,2018/01/30,ASM78381v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_000783815.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/815/GCF_000783815.2_ASM78381v2,,"
",GCF_000783815.2_ASM78381v2_genomic.gbff
GCF_000783915.2,GCF_000783915.2,PRJNA224116,SAMN02934514,,na,615,615,Serratia marcescens,strain=FDAARGOS_65,,latest,Complete Genome,Major,Full,2018/01/29,ASM78391v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_000783915.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/915/GCF_000783915.2_ASM78391v2,,"
",GCF_000783915.2_ASM78391v2_genomic.gbff
GCF_000783955.2,GCF_000783955.2,PRJNA224116,SAMN02934512,,na,582,582,Morganella morganii,strain=FDAARGOS_63,,latest,Complete Genome,Major,Full,2018/01/29,ASM78395v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_000783955.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/955/GCF_000783955.2_ASM78395v2,,"
",GCF_000783955.2_ASM78395v2_genomic.gbff
GCF_000785495.1,GCF_000785495.1,PRJNA224116,SAMN03009415,,representative genome,2045,2045,Pimelobacter simplex,strain=VKM Ac-2033D,,latest,Complete Genome,Major,Full,2014/11/19,ASM78549v1,G.K.Skryabin Institute of Biochemistry and Physiology of Microorganisms Russian Academy of Sciences,GCA_000785495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/495/GCF_000785495.1_ASM78549v1,,"
",GCF_000785495.1_ASM78549v1_genomic.gbff
GCF_000786425.1,GCF_000786425.1,PRJNA224116,SAMEA3865288,,na,55601,55601,Vibrio anguillarum,strain=NB10,,latest,Complete Genome,Major,Full,2014/11/19,Vibrio_anguillarum_NB10_serovar_O1,UiT: The Arctic University of Norway,GCA_000786425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/786/425/GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1,,"
",GCF_000786425.1_Vibrio_anguillarum_NB10_serovar_O1_genomic.gbff
GCF_000800395.1,GCF_000800395.1,PRJNA224116,SAMN03218061,,representative genome,1182571,1182571,Deinococcus swuensis,strain=DY59,,latest,Complete Genome,Major,Full,2014/12/09,ASM80039v1,Kyungpook National University,GCA_000800395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/395/GCF_000800395.1_ASM80039v1,,"assembly from type material
",GCF_000800395.1_ASM80039v1_genomic.gbff
GCF_000800455.1,GCF_000800455.1,PRJNA224116,SAMN03253090,,na,1447716,1686,Bifidobacterium kashiwanohense PV20-2,strain=PV20-2,,latest,Complete Genome,Major,Full,2014/12/09,ASM80045v1,ETH Zurich,GCA_000800455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/455/GCF_000800455.1_ASM80045v1,,"
",GCF_000800455.1_ASM80045v1_genomic.gbff
GCF_000807295.1,GCF_000807295.1,PRJNA224116,SAMN03255733,,na,47466,47466,Borrelia miyamotoi,strain=CT14D4,,latest,Complete Genome,Major,Full,2014/12/23,ASM80729v1,University of California Irvine,GCA_000807295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/295/GCF_000807295.1_ASM80729v1,,"
",GCF_000807295.1_ASM80729v1_genomic.gbff
GCF_000807415.2,GCF_000807415.2,PRJNA224116,SAMN03067419,,na,1812935,1812935,Enterobacter roggenkampii,strain=35734,,latest,Complete Genome,Major,Full,2015/08/18,ASM80741v4,JCVI,GCA_000807415.4,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/415/GCF_000807415.2_ASM80741v4,,"
",GCF_000807415.2_ASM80741v4_genomic.gbff
GCF_000812665.2,GCF_000812665.2,PRJNA224116,SAMN03252591,,representative genome,1579316,1579316,Halocynthiibacter arcticus,strain=PAMC 20958,,latest,Complete Genome,Major,Full,2016/02/25,ASM81266v2,Korea Polar Research Institute,GCA_000812665.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/665/GCF_000812665.2_ASM81266v2,,"assembly from type material
",GCF_000812665.2_ASM81266v2_genomic.gbff
GCF_000814805.1,GCF_000814805.1,PRJNA224116,SAMN03097203,,na,1392499,573,Klebsiella pneumoniae subsp. pneumoniae 1158,strain=1158,,latest,Complete Genome,Major,Full,2015/01/06,ASM81480v1,National Chung Hsing University,GCA_000814805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/805/GCF_000814805.1_ASM81480v1,,"
",GCF_000814805.1_ASM81480v1_genomic.gbff
GCF_000815225.1,GCF_000815225.1,PRJNA224116,SAMN03273550,,representative genome,594679,594679,Allofrancisella guangzhouensis,strain=08HL01032,,latest,Complete Genome,Major,Full,2015/01/06,ASM81522v1,Swedish Defense Research Agancy,GCA_000815225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/225/GCF_000815225.1_ASM81522v1,,"assembly from type material
",GCF_000815225.1_ASM81522v1_genomic.gbff
GCF_000816205.1,GCF_000816205.1,PRJNA224116,SAMN02726251,,na,1316911,28025,Bifidobacterium animalis subsp. lactis KLDS2.0603,strain=KLDS 2.0603,,latest,Complete Genome,Major,Full,2015/01/07,ASM81620v1,Northeast Agricultural University in People's Republic of China,GCA_000816205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/205/GCF_000816205.1_ASM81620v1,,"
",GCF_000816205.1_ASM81620v1_genomic.gbff
GCF_000817955.1,GCF_000817955.1,PRJNA224116,SAMN03096815,,representative genome,345632,345632,Geobacter pickeringii,strain=G13,,latest,Complete Genome,Major,Full,2015/01/14,ASM81795v1,University of Minnesota,GCA_000817955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/955/GCF_000817955.1_ASM81795v1,,"assembly from type material
",GCF_000817955.1_ASM81795v1_genomic.gbff
GCF_000818015.1,GCF_000818015.1,PRJNA224116,SAMN02673660,,representative genome,1123016,74829,Pseudomonas balearica DSM 6083,strain=DSM6083 (=SP1402),,latest,Complete Genome,Major,Full,2015/01/14,ASM81801v1,MICROGEN. Microbial Comparative Genomics,GCA_000818015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/015/GCF_000818015.1_ASM81801v1,,"assembly from type material
",GCF_000818015.1_ASM81801v1_genomic.gbff
GCF_000819615.1,GCF_000819615.1,PRJNA14015,,,na,10847,10847,Escherichia virus phiX174,,,latest,Complete Genome,Major,Full,1993/04/28,ViralProj14015,,GCA_000819615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/615/GCF_000819615.1_ViralProj14015,,"ICTV species exemplar
",GCF_000819615.1_ViralProj14015_genomic.gbff
GCF_000819665.1,GCF_000819665.1,PRJNA224116,SAMN03253097,,na,1406,1406,Paenibacillus polymyxa,strain=Sb3-1,,latest,Complete Genome,Major,Full,2015/01/16,ASM81966v1,Graz University of Technology,GCA_000819665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/665/GCF_000819665.1_ASM81966v1,,"
",GCF_000819665.1_ASM81966v1_genomic.gbff
GCF_000827065.1,GCF_000827065.1,PRJNA224116,SAMN03265456,,na,135461,1423,Bacillus subtilis subsp. subtilis,strain=3NA,1970 (Michel and Millet),latest,Complete Genome,Major,Full,2015/01/21,ASM82706v1,University of Goettingen,GCA_000827065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/065/GCF_000827065.1_ASM82706v1,,"
",GCF_000827065.1_ASM82706v1_genomic.gbff
GCF_000827125.1,GCF_000827125.1,PRJNA224116,SAMN03096814,,representative genome,483547,483547,Geoalkalibacter subterraneus,strain=Red1,,latest,Complete Genome,Major,Full,2015/01/21,ASM82712v1,University of Minnesota,GCA_000827125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/125/GCF_000827125.1_ASM82712v1,,"assembly from type material
",GCF_000827125.1_ASM82712v1_genomic.gbff
GCF_000827935.1,GCF_000827935.1,PRJNA224116,SAMN03284354,,na,1491,1491,Clostridium botulinum,strain=NCTC 8266,,latest,Complete Genome,Major,Full,2015/01/23,ASM82793v1,KULeuven,GCA_000827935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/935/GCF_000827935.1_ASM82793v1,,"
",GCF_000827935.1_ASM82793v1_genomic.gbff
GCF_000828515.1,GCF_000828515.1,PRJNA224116,SAMD00061091,,na,476281,168169,Candidatus Ishikawaella capsulata Mpkobe,strain=Mpkobe,,latest,Complete Genome,Major,Full,2009/07/01,ASM82851v1,The Open University of Japan,GCA_000828515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/515/GCF_000828515.1_ASM82851v1,,"
",GCF_000828515.1_ASM82851v1_genomic.gbff
GCF_000828975.1,GCF_000828975.1,PRJNA224116,SAMD00020950,,na,1469502,1469502,Burkholderiales bacterium GJ-E10,strain=GJ-E10,,latest,Complete Genome,Major,Full,2014/11/15,ASM82897v1,Akita Prefectural University,GCA_000828975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/975/GCF_000828975.1_ASM82897v1,,"
",GCF_000828975.1_ASM82897v1_genomic.gbff
GCF_000829315.1,GCF_000829315.1,PRJNA224116,SAMD00061059,,na,246273,246273,Wolbachia endosymbiont of Cimex lectularius,strain=wCle,,latest,Complete Genome,Major,Full,2014/06/10,ASM82931v1,The Open University of Japan,GCA_000829315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/315/GCF_000829315.1_ASM82931v1,,"
",GCF_000829315.1_ASM82931v1_genomic.gbff
GCF_000829375.1,GCF_000829375.1,PRJNA224116,SAMD00018982,,na,878220,878220,Chryseobacterium sp. StRB126,strain=StRB126,,latest,Complete Genome,Major,Full,2014/08/21,ASM82937v1,"Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University",GCA_000829375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/375/GCF_000829375.1_ASM82937v1,,"
",GCF_000829375.1_ASM82937v1_genomic.gbff
GCF_000829395.1,GCF_000829395.1,PRJNA224116,SAMD00000344,,representative genome,1291742,1193095,Lactobacillus hokkaidonensis JCM 18461,strain=LOOC260,,latest,Complete Genome,Major,Full,2014/11/11,ASM82939v1,"National Agriculture and Food Research Organization, National Institute of Livestock and Grassland Science",GCA_000829395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/395/GCF_000829395.1_ASM82939v1,,"assembly from type material
",GCF_000829395.1_ASM82939v1_genomic.gbff
GCF_000829415.1,GCF_000829415.1,PRJNA224116,SAMD00019511,,na,1028989,1028989,Pseudomonas sp. StFLB209,strain=StFLB209,,latest,Complete Genome,Major,Full,2014/09/03,ASM82941v1,"Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University",GCA_000829415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/415/GCF_000829415.1_ASM82941v1,,"
",GCF_000829415.1_ASM82941v1_genomic.gbff
GCF_000829965.1,GCF_000829965.1,PRJNA224116,SAMN03290669,,na,54291,54291,Raoultella ornithinolytica,strain=S12,,latest,Complete Genome,Major,Full,2015/01/29,ASM82996v1,Nanjing Agricultural University,GCA_000829965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/965/GCF_000829965.1_ASM82996v1,,"
",GCF_000829965.1_ASM82996v1_genomic.gbff
GCF_000831935.2,GCF_000831935.2,PRJNA224116,SAMN03283949,,na,1089444,1089444,Dickeya solani,strain=IFB 0099,,latest,Complete Genome,Major,Full,2018/11/05,ASM83193v2,Intercollegiate Faculty of Biotechnology University of Gdansk and Medical University of Gdansk,GCA_000831935.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/935/GCF_000831935.2_ASM83193v2,,"
",GCF_000831935.2_ASM83193v2_genomic.gbff
GCF_000832385.1,GCF_000832385.1,PRJNA224116,SAMN03010435,,na,1454382,1396,Bacillus cereus D17,strain=D17,,latest,Complete Genome,Major,Full,2015/02/05,ASM83238v1,Los Alamos National Laboratory,GCA_000832385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/385/GCF_000832385.1_ASM83238v1,,"
",GCF_000832385.1_ASM83238v1_genomic.gbff
GCF_000832485.1,GCF_000832485.1,PRJNA224116,SAMN03010438,,na,1428,1428,Bacillus thuringiensis,strain=HD1011,,latest,Complete Genome,Major,Full,2015/02/05,ASM83248v1,Los Alamos National Laboratory,GCA_000832485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/485/GCF_000832485.1_ASM83248v1,,"
",GCF_000832485.1_ASM83248v1_genomic.gbff
GCF_000832845.1,GCF_000832845.1,PRJNA224116,SAMN03107142,,na,526977,1396,Bacillus cereus ATCC 4342,strain=ATCC 4342,,latest,Complete Genome,Major,Full,2015/02/05,ASM83284v1,Los Alamos National Laboratory,GCA_000832845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/845/GCF_000832845.1_ASM83284v1,,"
",GCF_000832845.1_ASM83284v1_genomic.gbff
GCF_000832985.1,GCF_000832985.1,PRJNA224116,SAMN03174779,,representative genome,1348623,1404,Bacillus megaterium NBRC 15308 = ATCC 14581,strain=ATCC 14581,,latest,Complete Genome,Major,Full,2015/02/05,ASM83298v1,Los Alamos National Laboratory,GCA_000832985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/985/GCF_000832985.1_ASM83298v1,,"assembly from type material
",GCF_000832985.1_ASM83298v1_genomic.gbff
GCF_000833105.2,GCF_000833105.2,PRJNA224116,SAMN03024437,,na,1520,1520,Clostridium beijerinckii,strain=NCIMB 14988,,latest,Complete Genome,Major,Full,2016/02/19,ASM83310v2,University of Nottingham,GCA_000833105.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/105/GCF_000833105.2_ASM83310v2,,"
",GCF_000833105.2_ASM83310v2_genomic.gbff
GCF_000834195.1,GCF_000834195.1,PRJNA224116,SAMN03010445,,na,630,630,Yersinia enterocolitica,strain=WA,,latest,Complete Genome,Major,Full,2015/02/09,ASM83419v1,Los Alamos National Laboratory,GCA_000834195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/195/GCF_000834195.1_ASM83419v1,,"
",GCF_000834195.1_ASM83419v1_genomic.gbff
GCF_000834215.1,GCF_000834215.1,PRJNA224116,SAMN03010446,,na,1454377,29484,Yersinia frederiksenii Y225,strain=Y225,,latest,Complete Genome,Major,Full,2015/02/09,ASM83421v1,Los Alamos National Laboratory,GCA_000834215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/215/GCF_000834215.1_ASM83421v1,,"
",GCF_000834215.1_ASM83421v1_genomic.gbff
GCF_000834395.1,GCF_000834395.1,PRJNA224116,SAMN03144720,,na,1453495,29483,Yersinia aldovae 670-83,strain=670-83,,latest,Complete Genome,Major,Full,2015/02/09,ASM83439v1,Los Alamos National Laboratory,GCA_000834395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/395/GCF_000834395.1_ASM83439v1,,"
",GCF_000834395.1_ASM83439v1_genomic.gbff
GCF_000834925.1,GCF_000834925.1,PRJNA224116,SAMN03218157,,na,748678,632,Yersinia pestis str. Pestoides B,strain=Pestoides B,,latest,Complete Genome,Major,Full,2015/02/09,ASM83492v1,Los Alamos National Laboratory,GCA_000834925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/925/GCF_000834925.1_ASM83492v1,,"
",GCF_000834925.1_ASM83492v1_genomic.gbff
GCF_000840785.1,GCF_000840785.1,PRJNA485481,,,na,10843,1986034,Escherichia phage G4,,,latest,Complete Genome,Major,Full,1993/04/28,ViralProj14318,,GCA_000840785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/840/785/GCF_000840785.1_ViralProj14318,,"ICTV species exemplar
",GCF_000840785.1_ViralProj14318_genomic.gbff
GCF_000864545.1,GCF_000864545.1,PRJNA485481,,,na,511969,1910969,Escherichia phage ID2 Moscow/ID/2001,,,latest,Complete Genome,Major,Full,2006/03/16,ViralProj16591,,GCA_000864545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/864/545/GCF_000864545.1_ViralProj16591,,"ICTV species exemplar
",GCF_000864545.1_ViralProj16591_genomic.gbff
GCF_000867085.1,GCF_000867085.1,PRJNA485481,,,na,489829,1986034,Enterobacteria phage ID18 sensu lato,,,latest,Complete Genome,Major,Full,2006/03/16,ViralProj16628,,GCA_000867085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/867/085/GCF_000867085.1_ViralProj16628,,"
",GCF_000867085.1_ViralProj16628_genomic.gbff
GCF_000931425.2,GCF_000931425.2,PRJNA224116,SAMN03278695,,na,1590,1590,Lactobacillus plantarum,strain=B21,,latest,Complete Genome,Major,Full,2018/02/06,ASM93142v2,RMIT University,GCA_000931425.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/425/GCF_000931425.2_ASM93142v2,,"
",GCF_000931425.2_ASM93142v2_genomic.gbff
GCF_000935025.1,GCF_000935025.1,PRJNA224116,SAMN03329624,,representative genome,1609977,1609977,Sphingomonas hengshuiensis,strain=WHSC-8,soil of Hengshui Lake,latest,Complete Genome,Major,Full,2015/02/26,ASM93502v1,Hengshui University,GCA_000935025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/025/GCF_000935025.1_ASM93502v1,,"assembly from type material
",GCF_000935025.1_ASM93502v1_genomic.gbff
GCF_000940805.1,GCF_000940805.1,PRJNA224116,SAMN03379849,,representative genome,1445510,1445505,Gynuella sunshinyii YC6258,strain=YC6258,,latest,Complete Genome,Major,Full,2015/03/04,ASM94080v1,Gyeongsang National University,GCA_000940805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/805/GCF_000940805.1_ASM94080v1,,"assembly from type material
",GCF_000940805.1_ASM94080v1_genomic.gbff
GCF_000940915.1,GCF_000940915.1,PRJNA224116,SAMN03366652,,na,644,644,Aeromonas hydrophila,strain=AL06-06,Goldfish,latest,Complete Genome,Major,Full,2015/03/04,ASM94091v1,Mississippi State University,GCA_000940915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/915/GCF_000940915.1_ASM94091v1,,"
",GCF_000940915.1_ASM94091v1_genomic.gbff
GCF_000940995.1,GCF_000940995.1,PRJNA224116,SAMN03379852,,representative genome,658445,1295392,Photobacterium gaetbulicola Gung47,strain=Gung47,,latest,Complete Genome,Major,Full,2015/03/04,ASM94099v1,National Fisheries Research and Development Institute,GCA_000940995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/995/GCF_000940995.1_ASM94099v1,,"assembly from type material
",GCF_000940995.1_ASM94099v1_genomic.gbff
GCF_000941055.1,GCF_000941055.1,PRJNA224116,SAMN03379851,,representative genome,1454006,762954,Siansivirga zeaxanthinifaciens CC-SAMT-1,strain=CC-SAMT-1,,latest,Complete Genome,Major,Full,2015/03/04,ASM94105v1,none,GCA_000941055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/055/GCF_000941055.1_ASM94105v1,,"assembly from type material
",GCF_000941055.1_ASM94105v1_genomic.gbff
GCF_000952035.2,GCF_000952035.2,PRJNA224116,SAMN02864172,,na,47763,47763,Streptomyces lydicus,strain=A02,,latest,Complete Genome,Major,Full,2017/02/28,ASM95203v2,"Institute of Plant and Environment Protection, Beijing Academy of Agriculture and Forestry Sciences",GCA_000952035.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/035/GCF_000952035.2_ASM95203v2,,"
",GCF_000952035.2_ASM95203v2_genomic.gbff
GCF_000952915.1,GCF_000952915.1,PRJNA224116,SAMEA2547818,,na,40480,2095,Mycoplasma capricolum subsp. capripneumoniae,strain=9231-Abomsa,,latest,Complete Genome,Major,Full,2014/08/16,9231-Abomsa assembly V8,CIRAD,GCA_000952915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/915/GCF_000952915.1_9231-Abomsa_assembly_V8,,"
",GCF_000952915.1_9231-Abomsa_assembly_V8_genomic.gbff
GCF_000952935.1,GCF_000952935.1,PRJNA224116,SAMEA1903252,,na,83555,83555,Chlamydia abortus,strain=162STDY5437294,,latest,Complete Genome,Major,Full,2014/11/06,CAAB7,SC,GCA_000952935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/935/GCF_000952935.1_CAAB7,,"
",GCF_000952935.1_CAAB7_genomic.gbff
